Período;Inflación;Dólar Observado;Indice Actividad Minera;Indice Actividad Industria;Indice Actividad Resto de bienes;Indice Activdad Comercio;Indice Actividad Servicios;TPM;M1;M2;M3;Precio Petróleo (USD);Precio Cobre (USD);IPSA (CLP)
01-12-22;0,003;875,6614286;98,35082922;107,0150926;134,1603167;135,0283901;116,2432444;0,1125;59498,79484;177825,5815;321426,4055;80,47;3,8105;5262,43
01-01-23;0,008;826,3357143;86,4376726;101,3976491;114,5303973;118,5239049;105,5714011;0,1125;58047,49272;178399,7191;318287,4352;80,11;4,226;5322,39
01-02-23;-0,001;798,2575;73,18613714;99,48728402;114,0270659;111,1952357;99,24392108;0,1125;57106,9427;178015,3419;318955,9891;77,05;4,074;5394,9
01-03-23;0,011;809,503913;78,40842436;112,670842;120,1177406;124,2081722;120,6161761;0,1125;56220,54587;177600,5016;318559,684;75,67;4,0945;5324,62
01-04-23;0,003;803,8368421;78,99562033;102,2567756;102,1182368;107,8905504;118,3911831;0,1125;56080,96092;178301,9584;318746,9398;76,78;3,8812;5414,68
01-05-23;0,001;798,6354545;79,86678294;104,733138;95,8272318;113,3178427;122,008144;0,1125;55988,03636;177896,998;319912,9509;68,09;3,637;5471,54
01-06-23;-0,002;799,8725;84,85015967;97,12434284;91,34395923;102,38871;118,8893139;0,1125;55775,78627;179813,9333;322496,0052;70,64;3,7595;5786,8
01-07-23;0,004;813,3971429;87,41544497;97,53367858;93,23322562;104,5981915;110,6704593;0,11202381;54934,55006;179554,1984;321697,157;81,8;4,008;6394,4
01-08-23;0,001;855,6595455;88,94556395;100,7766155;96,05064927;109,988428;118,8219948;0,1025;54538,67883;178482,2528;323783,5735;83,63;3,822;6009,28
01-09-23;0,007;884,4036842;95,55864656;94,13000315;95,25644771;103,7503754;114,9867735;0,096184211;54824,67397;177092,8895;323989,0661;90,79;3,7375;5833,36
01-10-23;0,004;926,347;92,23484462;104,0214568;95,32025964;108,7087241;119,1678635;0,0945;54239,57608;176334,6478;325412,5377;81,02;3,649;5407,5
01-11-23;0,007;886,6142857;90,90910012;105,092375;106,7485109;110,7025229;125,6408346;0,09;53342,81071;175105,3706;324017,1258;75,96;3,8505;5818,51
01-12-23;-0,005;874,6657895;94,68339558;104,3902009;134,5494307;132,099902;119,3841506;0,087236842;55615,36497;177977,5576;327856,4921;71,65;3,8905;6197,77
01-01-24;0,007;907,9868182;85,25696823;104,6318955;120,0216365;129,2820829;109,0829104;0,0825;55603,89306;177888,2779;328815,3441;75,85;3,917;5987,14
01-02-24;0,006;963,442381;81,42288829;102,9312163;121,1466718;119,0160227;103,732768;0,0725;55049,1091;177617,5078;330142,8751;78,26;3,847;6449,88
01-03-24;0,004;967,9325;85,79053183;108,1617761;123,4258744;122,4563233;121,9946922;0,0725;54653,26095;178380,7761;332192,8009;83,17;4,025;6647,4
01-04-24;0,005;960,1381818;77,78795661;107,9848261;106,6772198;118,4034935;123,011933;0,065681818;54910,6346;178835,6017;332774,3451;81,93;4,563;6511,9
01-05-24;0,003;917,8771429;82,80180042;102,1170388;98,5430628;113,3136591;121,9626689;0,063571429;54248,17148;178176,2249;331500,4331;76,99;4,602;6605,52
01-06-24;-0,001;926,0810526;89,05498811;95,7312231;92,16255116;106,0655667;115,7679163;0,059078947;54702,5178;180137,8956;335784,1737;81,54;4,385;6413,88
01-07-24;0,007;937,5609091;91,40901526;105,3472766;92,79565911;109,4055931;116,0840192;0,0575;54180,58599;180916,7525;336086,2994;77,91;4,1765;6440,56
01-08-24;0,003;929,8952381;96,93936027;104,1206693;93,26961278;113,0396193;120,3100274;0,0575;53374,80635;180949,9991;335976,123;73,55;4,167;6459,96
01-09-24;0,001;926,2144444;96,16294163;94,50066669;90,77700821;107,1056573;116,9898273;0,055277778;54098,97674;180796,5251;337140,9756;68,17;4,553;6490,57
01-10-24;0,01;933,8122727;96,16294836;108,3748535;95,6460719;116,0768621;122,1943462;0,053977273;53069,17103;178718,9859;333781,2231;69,26;4,34;6550,32
01-11-24;0,002;971,6;93,55214479;107,5396945;111,4202744;115,9283154;127,7193282;0,0525;53645,08816;177827,8494;335687,7944;68;4,14;6576,6
01-12-24;-0,002;982,296;108,4186671;115,8058748;154,0104531;146,4292436;122,0531928;0,0515;55875,56738;179649,6416;336828,6895;71,72;4,007;6710,02
01-01-25;0,011;1000,763636;84,47439555;111,3028181;121,2883657;140,4717748;110,5432301;0,05;55591,03082;178241,5378;332744,011;72,53;4,279;7199,59
01-02-25;0,004;956,62;75,3687908;104,662357;123,9151993;123,1394568;104,2507317;0,05;54780,48151;177599,6672;331440,4232;69,76;4,5275;7332,12
