Período;Inflación;Dólar Observado;Indice Actividad Minera;Indice Actividad Industria;Indice Actividad Resto de bienes;Indice Activdad Comercio;Indice Actividad Servicios;TPM;M1;M2;M3;Precio Petróleo (USD);Precio Cobre (USD);IPSA (CLP)
01-08-13;0.002;512.588.571.428.571;10.021.857.720.764;92.329.729.333.601;76.788.160.195.983;85.682.803.213.677;90.011.866.501.946;0.05;322.525.745.385.708;139.482.335.897.588;228.228.915.489.983;107.65;32.305;3628.73
01-09-13;0.005;504.57;10.012.830.390.047;82.230.354.717.765;76.109.151.461.765;79.897.434.172.024;86.635.456.109.402;0.05;331.144.592.950.949;140.100.525.675.765;229.516.070.771.662;102.33;3.323;3823.85
01-10-13;0.001;500.806.363.636.364;10.497.725.633.215;975.663.154.315;81.762.031.806.303;93.334.672.309.521;92.290.150.730.359;0.0489772727272727;319.659.322.812.128;138.790.580.648.131;228.255.974.043.717;96.38;33.045;3912.44
01-11-13;0.004;519.25;10.628.250.565.681;95.119.544.681.569;85.966.232.008.068;9.249.555.081.742;96.029.405.703.657;0.0465;324.745.740.425.663;139.526.400.909.838;228.953.673.418.264;92.72;32.155;3789.06
01-12-13;0.006;5.294.505;10.877.506.015.915;95.788.722.095.924;1.002.511.492.903;10.757.564.558.754;90.349.889.312.439;0.045;343.139.245.810.056;14.126.322.678.745;228.803.769.451.971;98.42;33.965;3699.19
01-01-14;0.002;537.029.545.454.545;94.821.773.499.436;92.169.985.750.829;10.329.476.935.274;88.554.036.526.701;83.150.364.729.229;0.045;346.247.718.401.487;142.585.069.972.873;229.261.522.417.612;97.49;3.2;3439.41
01-02-14;0.005;5.544.085;91.741.073.885.251;85.230.125.389.571;11.173.887.193.678;82.319.375.310.379;78.092.550.794.963;0.044;340.810.821.643.287;142.520.082.689.174;231.896.107.415.308;102.59;31.875;3718.88
01-03-14;0.008;563.843.333.333.333;98.497.604.072.514;97.784.623.779.558;11.018.470.949.256;95.697.446.901.187;91.644.979.926.952;0.0410714285714286;338.994.816.578.214;141.382.484.651.576;231.173.872.850.986;101.58;30.245;3772.76
01-04-14;0.006;554.640.952.380.952;97.720.437.331.232;97.504.164.868.254;94.759.825.498.648;93.741.165.252.655;92.148.926.287.369;0.04;343.352.092.828.927;140.512.136.015.296;230.620.702.117.153;99.74;30.275;3909.64
01-05-14;0.003;555.402;10.405.949.659.764;95.700.144.395.942;86.314.634.763.089;92.968.215.674.217;92.277.354.830.158;0.04;346.992.363.033.934;139.928.728.075.023;232.780.098.453.407;102.71;31.205;3903.81
01-06-14;0.001;553.063.333.333.333;10.195.954.257.815;89.499.629.665.765;79.212.337.305.524;85.143.548.586.118;92.414.667.520.056;0.04;350.077.935.078.692;140.214.680.785.925;234.438.027.734.413;105.37;32.035;3875.73
01-07-14;0.002;558.208.181.818.182;97.221.700.620.847;90.545.688.247.115;75.750.604.683.179;84.801.943.174.802;86.506.595.446.809;0.03875;346.222.007.707.293;141.041.234.248.057;235.042.885.826.136;98.17;3.236;3875.44
01-08-14;0.003;579.052;99.062.901.909.656;88.374.133.692.275;76.209.600.935.608;84.139.276.321.513;92.807.216.075.045;0.03625;34.045.017.711.469;141.164.809.711.344;236.498.968.525.346;95.96;3.153;3996.63
01-09-14;0.008;593.468;10.005.175.652.762;8.570.178.768.477;75.598.671.695.707;82.913.256.862.599;89.565.549.673.572;0.033625;347.012.134.328.358;140.859.519.875.603;236.685.841.975.761;91.16;30.075;3943.56
01-10-14;0.01;589.98;10.605.335.422.061;9.814.359.395.516;83.113.921.051.858;90.845.322.911.855;95.249.269.296.148;0.0313636363636364;33.708.447.562.777;139.838.489.641.931;234.114.660.548.272;80.54;3.047;3850.97
01-11-14;0;5.924.595;10.363.345.184.144;94.277.079.838.227;86.916.038.659.798;88.974.527.251.458;98.530.443.293.897;0.03;353.888.609.511.151;143.707.300.583.794;237.414.929.058.632;66.15;2.856;3991.78
01-12-14;-0.004;612.919;11.382.845.066.516;98.558.141.537.413;10.067.442.936.908;11.032.385.542.139;92.601.954.875.607;0.03;378.033.787.631.618;147.888.749.916.767;243.007.484.396.144;53.27;28.255;3850.96
01-01-15;0.001;620.909.523.809.524;10.648.938.697.154;91.059.501.617.011;10.346.400.812.437;9.117.624.578.065;84.903.478.421.978;0.03;376.571.053.504.178;148.096.787.801.891;243.857.293.425.871;48.24;24.955;3836.73
01-02-15;0.004;6.236.175;92.262.246.905.869;87.761.017.836.083;11.823.263.250.719;83.243.069.179.351;79.301.045.457.388;0.03;374.135.186.487.596;147.150.375.296.446;244.583.203.214.914;49.76;26.915;3983.72
01-03-15;0.006;628.503.181.818.182;99.435.708.293.608;98.970.513.273.843;11.442.504.054.282;98.787.719.005.102;93.387.590.617.567;0.03;368.098.265.683.903;145.930.831.488.291;242.915.383.801.878;47.6;2.741;3916.92
01-04-15;0.006;614.727.619.047.619;97.400.234.472.909;98.292.025.843.631;9.938.800.652.887;98.103.059.101.698;94.068.777.975.896;0.03;371.717.171.199.343;146.874.566.318.486;243.243.838.984.856;59.63;28.865;4043.45
01-05-15;0.002;607.596.842.105.263;10.369.864.420.692;96.345.466.068.205;87.231.402.045.901;92.931.325.168.696;94.489.096.902.033;0.03;378.048.738.588.844;147.866.586.535.669;246.787.730.526.988;60.3;2.733;4045.62
01-06-15;0.005;629.994.761.904.762;10.492.904.226.703;94.560.433.592.647;80.020.609.692.833;90.512.929.773.737;94.127.836.335.567;0.03;38.354.625.377.342;148.476.913.017.899;247.595.938.997.362;59.47;2.615;3897.1
01-07-15;0.004;650.139.545.454.545;93.472.519.646.113;92.477.752.700.188;78.696.874.156.891;8.853.701.136.797;89.251.043.593.585;0.03;379.606.800.363.804;150.270.886.026.238;251.948.476.192.712;47.12;2.369;3870.35
01-08-15;0.007;688.115.714.285.714;8.944.525.483.548;90.094.887.323.911;80.891.045.769.357;84.843.994.386.877;95.550.064.123.322;0.03;375.674.044.957.497;151.575.540.806.107;255.033.117.786.009;49.2;23.385;3840.21
01-09-15;0.005;691.729.047.619.047;97.827.840.495.302;89.839.875.084.164;80.333.095.114.098;85.347.875.312.844;92.703.081.307.907;0.03;377.679.699.643.175;152.076.234.609.342;255.642.932.953.858;45.09;2.341;3685.18
01-10-15;0.004;685.314.285.714.286;10.160.888.580.997;95.731.226.588.186;83.916.193.106.016;92.159.565.366.646;97.948.045.425.997;0.0313095238095238;372.538.586.368.906;152.695.849.152.926;25.737.323.476.625;46.59;23.235;3827.99
01-11-15;0;704.002.380.952.381;98.846.821.020.579;96.349.366.542.746;89.736.910.278.632;94.330.130.214.383;10.130.822.194.688;0.0325;37.897.901.881.563;154.783.943.601.563;260.404.492.377.678;41.65;2.046;3655.3
01-12-15;0;704.238;10.759.077.832.885;99.315.866.119.384;10.548.727.487.492;11.398.771.878.688;94.939.731.676.889;0.0335;400.767.716.011.479;157.296.606.233.343;261.178.620.662.921;37.04;2.135;3680.21
01-01-16;0.005;721.948;95.999.335.996.027;9.100.571.860.985;11.239.742.592.348;94.152.256.329.928;8.725.175.954.764;0.035;40.750.309.738.412;158.225.385.401.089;260.492.543.488.631;33.62;20.705;3705.92
01-02-16;0.003;704.084.761.904.762;92.960.243.455.783;91.819.114.304.002;12.568.728.142.693;89.305.984.641.373;82.020.477.618.406;0.035;399.602.682.746.693;157.780.944.462.544;261.249.219.704.485;33.75;21.325;3715.84
01-03-16;0.004;682.067.727.272.727;99.507.722.782.692;10.048.188.421.908;11.772.878.302.937;10.000.619.952.388;96.897.032.236.046;0.035;386.795.718.084.406;157.560.183.263.585;259.841.521.367.112;38.34;2.188;3937.49
01-04-16;0.003;669.932.380.952.381;89.597.002.707.314;95.723.637.515.452;96.984.331.495.295;98.128.459.622.636;97.163.242.983.052;0.035;386.330.513.122.963;158.231.424.754.565;259.916.338.900.196;45.92;22.835;4002.07
01-05-16;0.002;681.870.454.545.455;99.522.647.014.578;95.925.688.517.706;88.471.859.682.909;95.824.998.316.157;97.926.089.086.016;0.035;38.541.621.956.242;158.179.558.702.082;263.240.688.926.348;49.1;2.1;3934.71
01-06-16;0.004;681.071.904.761.905;94.729.027.733.146;93.129.306.485.013;81.695.050.829.975;89.854.247.380.677;97.423.062.087.028;0.035;386.477.614.273.199;158.596.432.512.295;264.976.550.200.487;48.33;21.955;3995.91
01-07-16;0.002;657.567.142.857.143;93.768.366.022.535;88.360.029.174.811;79.740.279.668.158;87.625.859.859.433;91.363.651.832.682;0.035;37.858.723.064.769;158.226.033.349.813;267.153.910.034.203;41.6;2.225;4117.47
01-08-16;0;658.890.454.545.454;94.527.991.989.839;93.974.821.140.042;81.781.104.037.383;87.454.506.238.196;98.558.565.587.522;0.035;373.982.453.007.489;158.379.002.217.459;270.002.829.988.171;44.7;2.075;4119.28
01-09-16;0.002;668.632.380.952.381;95.519.990.228.819;90.557.313.147.831;79.822.986.835.057;87.194.416.624.358;94.772.462.079.146;0.035;376.940.547.839.554;160.052.669.950.913;271.858.649.835.293;48.24;22.105;4015.25
01-10-16;0.002;663.922.105.263.158;95.067.030.601.955;91.880.609.335.617;82.944.119.323.675;8.907.743.007.496;99.582.625.852.112;0.035;374.586.524.544.682;16.134.947.913.384;272.915.313.556.533;46.86;2.208;4289.78
01-11-16;0.001;666.117.619.047.619;10.006.102.905.836;96.921.189.166.688;90.271.856.696.674;94.451.357.548.141;10.276.406.263.163;0.035;384.744.310.643.401;16.206.563.827.667;273.510.955.510.643;49.44;26.295;4207.24
01-12-16;-0.002;667.168.095.238.095;10.434.316.379.342;99.983.322.097.497;10.847.944.075.375;11.706.373.095.827;96.770.576.134.033;0.035;406.279.904.424.554;164.406.224.839.452;275.099.236.073.413;53.72;25.055;4151.39
01-01-17;0.005;661.194.285.714.286;9.115.030.448.182;91.829.965.316.548;11.013.980.198.153;94.209.727.197.111;88.080.625.761.294;0.034047619047619;406.079.046.144.772;161.180.224.429.664;274.568.460.158.916;52.81;27.335;4199.5
01-02-17;0.002;6.432.095;75.910.131.262.466;88.012.372.805.655;12.447.947.928.904;86.660.744.296.711;82.225.886.248.765;0.0325;399.172.578.993.687;159.302.562.018.584;27.525.213.861.846;54.01;2.714;4359.88
01-03-17;0.004;661.202.608.695.652;75.844.384.153.031;10.243.174.850.151;11.992.721.286.119;10.290.628.109.673;97.758.867.944.091;0.031304347826087;39.740.927.329.639;160.965.663.982.855;275.992.505.016.352;50.6;2.66;4783.42
01-04-17;0.002;655.743.333.333.333;84.315.198.232.912;90.140.188.537.706;98.693.485.083.591;95.631.328.470.388;9.766.522.104.675;0.02875;407.361.934.284.545;160.727.934.077.684;277.729.799.278.134;49.33;26.075;4795.13
01-05-17;0.001;671.539.545.454.546;93.282.185.893.239;99.552.279.285.641;90.163.008.625.079;10.029.236.039.227;98.824.465.698.292;0.0264772727272727;410.568.726.654.101;161.839.177.027.834;277.798.790.449.469;48.32;25.865;4855.75
01-06-17;-0.004;665.153.333.333.333;90.426.973.390.699;93.038.356.943.544;81.365.960.903.717;93.369.312.817.418;99.034.591.311.167;0.025;417.287.951.827.325;163.425.121.337.309;281.737.760.602.079;46.04;2.711;4747.24
01-07-17;0.002;658.171.428.571.428;9.550.278.981.763;91.575.168.822.647;80.174.685.663.858;90.222.214.258.353;93.011.069.903.151;0.025;410.124.164.278.892;163.803.658.885.646;282.853.172.904.625;50.17;2.9;5064.62
01-08-17;0.002;644.241.818.181.818;10.124.176.536.391;95.724.588.141.665;81.311.191.566.189;92.267.270.866.432;99.875.237.831.479;0.025;406.109.359.515.142;16.275.682.130.418;280.813.887.009.886;47.23;3.094;5153.15
01-09-17;-0.002;625.541.578.947.369;10.138.750.671.069;89.713.038.918.034;78.650.534.280.571;91.184.846.945.491;96.246.459.104.188;0.025;411.293.003.935.824;16.608.607.864.732;283.982.108.970.135;51.67;2.955;5341.93
01-10-17;0.006;6.295.465;10.901.412.551.454;95.473.992.911.044;84.379.037.057.691;95.788.084.476.751;10.157.987.695.796;0.025;411.835.213.010.168;165.194.568.992.909;282.846.323.310.222;54.38;3.108;5588.08
01-11-17;0.001;633.767.619.047.619;10.519.157.218.645;10.198.477.402.024;92.175.709.744.607;10.059.575.773.154;10.538.215.486.309;0.025;415.317.800.236.733;166.113.277.456.048;282.859.895.403.644;57.4;30.555;5003.4
01-12-17;0.001;636.923.684.210.526;10.860.900.942.679;10.096.272.416.824;11.198.685.944.958;11.760.122.862.339;98.984.935.187.204;0.025;437.184.235.572.947;168.190.466.184.878;281.821.474.491.762;60.42;33.005;5564.6
01-01-18;0.005;605.528.636.363.636;9.654.438.302.095;99.659.868.282.528;11.391.146.748.597;10.357.217.662.031;90.811.778.364.461;0.025;437.713.472.848.216;168.516.604.948.081;280.528.238.403.474;64.73;32.065;5855.38
01-02-18;0;596.839;92.004.523.799.011;93.536.218.604.484;12.300.637.701.337;91.074.984.629.512;85.034.672.716.802;0.025;434.482.295.990.499;167.586.126.980.433;280.465.278.358.256;61.64;31.325;5602.83
01-03-18;0.002;603.445.238.095.238;1.000.093.991.621;10.524.963.616.699;12.488.576.744.056;10.314.490.385.382;10.156.229.981.469;0.025;437.205.533.501.168;169.821.229.641.257;28.143.498.413.606;64.94;3.037;5542.22
01-04-18;0.003;600.547.619.047.619;91.025.631.132.206;10.571.671.669.415;10.827.529.715.767;10.284.254.175.436;10.239.134.392.071;0.025;4.395.685.976.466;172.860.947.022.356;286.717.962.573.708;68.57;3.074;5710.9
01-05-18;0.003;626.119.047.619.047;100.207.609.742;10.538.389.860.793;94.575.453.282.886;10.375.261.494.659;10.316.847.409.738;0.025;446.105.177.541.869;174.193.012.733.832;287.809.560.191.242;67.04;3.075;5455.09
01-06-18;0.001;636.146.190.476.191;96.326.656.835.114;10.188.399.566.027;85.271.438.590.384;97.905.344.604.676;10.204.185.076.955;0.025;451.142.983.718.952;176.213.817.989.864;291.210.335.138.277;74.15;2.966;5301.25
01-07-18;0.004;652.407;10.015.576.102.387;94.927.500.556.141;83.137.534.828.888;90.923.328.717.488;95.579.435.374.553;0.025;446.932.773.833.528;17.549.128.367.899;293.084.689.895.814;68.76;28.405;5434.44
01-08-18;0.002;656.250.909.090.909;96.729.963.764.942;99.908.559.163.036;83.115.122.632.571;95.585.679.944.332;10.266.985.740.111;0.025;440.339.777.512.908;175.481.192.197.599;294.504.896.881.401;69.8;26.645;5270.43
01-09-18;0.003;680.914.705.882.353;10.035.557.072.756;85.936.652.257.018;80.345.107.705.245;89.416.143.070.762;99.244.648.524.614;0.025;450.876.342.533.095;176.987.796.843.395;297.632.080.077.244;73.25;2.805;5283.53
01-10-18;0.004;676.840.909.090.909;10.106.614.969.314;10.406.541.254.811;89.900.264.840.118;10.180.931.731.336;10.549.134.722.316;0.0260227272727273;443.843.341.214.227;175.037.216.142.748;296.417.816.041.813;65.31;2.667;5104.33
01-11-18;0;677.612;11.256.070.807.471;10.107.157.732.857;97.237.961.751.354;99.999.654.148.538;10.955.871.421.432;0.0275;446.882.003.274.312;17.857.552.503.026;300.876.103.015.676;50.93;27.865;5111.88
01-12-18;-0.001;681.986.842.105.263;11.301.364.302.435;10.265.996.413.073;11.633.820.727.095;11.997.331.039.623;1.024.455.775.786;0.0275;467.532.707.713.794;181.543.618.975.195;304.850.198.354.807;45.41;2.631;5105.43
01-01-19;0.001;677.061.818.181.818;91.847.753.652.775;10.150.780.418.726;11.549.375.876.031;10.512.262.849.807;94.104.263.601.384;0.0276136363636364;467.829.954.052.615;179.858.259.861.389;304.149.959.252.536;53.79;2.789;5405.61
01-02-19;0;6.563.045;8.159.327.848.702;93.188.989.171.977;12.030.879.143.375;9.277.392.584.778;88.201.702.126.378;0.03;460.120.184.341.225;178.295.375.756.643;304.357.020.020.158;57.22;2.948;5287.54
01-03-19;0.005;667.678.571.428.572;93.413.827.707.637;10.374.822.918.983;12.416.237.246.261;10.472.966.466.087;1.052.644.402.107;0.03;461.823.951.979.085;178.900.370.340.925;305.065.370.224.872;60.14;29.395;5259.41
01-04-19;0.003;667.399.047.619.048;88.021.178.507.132;10.065.129.903.184;10.842.730.142.291;1.036.203.524.183;10.634.010.097.508;0.03;470.527.660.715.188;181.282.201.902.875;309.203.393.724.271;63.91;2.904;5187.1
01-05-19;0.006;69.200.380.952.381;92.447.617.582.267;10.167.562.145.036;97.132.195.055.653;10.478.625.410.143;10.710.483.978.386;0.03;475.014.129.017.046;181.882.965.460.413;311.060.385.158.607;53.5;26.405;4977.09
01-06-19;0;692.409;91.513.571.159.685;95.198.703.660.039;88.031.026.435.314;96.332.813.973.918;10.524.392.449.102;0.02625;478.292.384.554.837;182.093.824.799.156;314.959.711.096.858;58.47;27.135;5070.71
01-07-19;0.002;686.059.545.454.546;95.333.960.848.445;97.985.269.338.076;8.680.387.313.395;94.271.839.021.715;99.453.340.862.078;0.025;478.788.168.515.095;182.049.652.135.786;316.144.067.797.448;58.58;26.715;4972.36
01-08-19;0.002;713.703.333.333.333;10.127.148.193.983;96.139.703.296.264;87.194.577.629.228;95.769.469.258.248;10.763.051.588.134;0.025;478.911.912.114.718;184.112.002.590.817;319.294.789.630.742;55.1;2.547;4804.37
01-09-19;0;718.442.222.222.222;99.613.461.978.064;87.625.425.144.609;85.076.333.814.892;91.310.005.330.978;1.033.261.562.518;0.0205555555555556;496.097.591.064.852;186.656.525.808.897;323.211.145.730.661;54.07;25.785;5059.04
01-10-19;0.008;721.032.272.727.273;99.204.127.169.128;95.802.652.457.724;90.493.906.246.735;91.200.654.425.814;10.142.130.019.087;0.0194318181818182;500.503.727.430.862;186.032.396.598.384;322.347.864.601.809;54.18;26.425;4744.13
01-11-19;0.001;776.53;10.014.618.541.052;99.855.791.909.714;98.717.193.249.806;91.297.680.025.048;10.374.291.633.654;0.0175;522.530.017.711.444;190.860.275.816.404;325.728.747.008.971;55.17;2.656;4538.8
01-12-19;0.001;7.703.905;11.115.456.016.151;10.511.707.523.366;12.351.216.055.667;11.932.472.485.763;10.301.137.247.488;0.0175;543.802.607.291.869;194.346.534.551.677;327.599.968.976.069;61.06;2.797;4669.85
01-01-20;0.006;772.647.727.272.727;93.299.091.212.426;10.164.585.956.953;11.857.057.713.705;1.045.267.243.479;9.488.180.229.355;0.0175;534.954.475.172.578;190.466.795.152.871;320.662.831.854.284;51.56;2.52;4572.06
01-02-20;0.004;7.963.795;90.261.926.077.619;96.100.026.564.319;125.062.134.847;94.183.080.925.532;89.088.034.637.398;0.0175;532.252.536.482.776;187.814.440.200.177;31.596.038.956.967;44.76;2.54;4122.63
01-03-20;0.003;839.375.454.545.454;95.898.104.427.606;10.510.279.839.169;12.150.631.072.412;95.513.054.129.554;99.672.254.860.605;0.01375;555.188.654.579.624;190.446.193.845.187;317.952.115.102.223;20.48;2.232;3487.49
01-04-20;0;853.379.047.619.048;89.276.000.019.188;92.449.252.434.744;10.024.092.387.544;79.515.742.033.711;87.645.736.351.285;0.005;600.459.720.914.141;194.548.846.296.057;322.850.273.939.858;18.84;2.344;3977.56
01-05-20;-0.001;821.805.263.157.895;95.348.744.313.895;8.821.168.806.626;86.560.769.907.408;76.457.351.369.107;88.719.098.281.251;0.005;622.475.940.724.592;193.537.634.530.623;32.502.012.880.794;35.49;24.345;3647.6
01-06-20;-0.001;793.718.095.238.095;9.439.518.235.585;87.318.759.143.897;72.572.051.804.911;77.937.103.033.319;89.441.300.751.603;0.005;651.441.701.148.943;193.639.274.415.058;327.992.412.513.881;39.27;27.285;3959.02
01-07-20;0.001;784.729.090.909.091;98.086.861.941.135;89.406.652.232.806;715.639.073.156;83.191.491.457.553;86.407.311.037.444;0.005;662.869.279.796.992;189.879.717.024.498;329.700.391.815.738;40.27;2.877;4017.08
01-08-20;0.001;784.661.904.761.905;99.353.787.852.678;91.009.666.648.167;73.366.857.696.647;96.598.612.945.068;90.848.347.488.509;0.005;736.690.183.830.901;191.336.001.570.576;33.457.484.729.639;42.61;30.555;3767.15
01-09-20;0.006;773.402.380.952.381;97.874.863.841.009;92.137.223.328.665;74.737.424.879.646;10.034.030.050.488;93.806.349.651.928;0.005;777.161.438.684.496;190.284.286.152.082;336.594.681.786.591;40.22;30.325;3637.3
01-10-20;0.007;788.267.142.857.143;99.896.653.955.548;10.137.846.215.721;82.690.285.530.969;10.620.836.933.649;95.911.348.050.957;0.005;774.421.643.575.159;187.233.382.534.259;335.563.990.778.224;35.79;30.515;3539.92
01-11-20;-0.001;762.884.761.904.762;99.346.650.751.941;1.012.789.516.626;95.204.590.572.083;10.894.556.969.651;1.019.406.563.876;0.005;763.956.262.915.706;185.806.982.778.817;335.656.044.008.757;45.34;34.335;4032.87
01-12-20;0.003;734.733;10.131.113.134.622;10.669.691.403.988;12.365.435.324.852;13.449.156.817.759;10.141.293.131.112;0.005;81.275.759.409.494;189.388.293.930.324;335.344.499.792.789;48.52;3.519;4177.22
01-01-21;0.007;723.556;90.892.744.529.375;98.348.706.540.577;11.199.551.592.802;12.140.205.675.212;88.057.330.318.474;0.005;848.987.794.277.713;19.140.656.320.063;332.993.706.216.805;52.2;3.558;4288.65
01-02-21;0.002;7.226.265;83.483.048.565.431;96.536.769.661.799;11.621.769.800.938;11.092.560.253.455;8.581.669.734.805;0.005;835.852.131.281.193;189.376.297.772.529;332.808.984.705.004;61.5;40.925;4573.37
01-03-21;0.004;726.366.086.956.522;9.439.877.342.463;10.971.139.258.447;12.073.001.740.202;12.001.178.750.399;10.630.870.706.417;0.005;842.770.980.099.349;188.932.451.193.996;33.312.114.040.609;59.16;4;4898.09
01-04-21;0.004;707.845.238.095.238;9.002.162.139.014;10.241.010.973.243;1.015.842.159.576;10.767.564.227.977;10.399.879.740.718;0.005;841.776.778.244.024;18.903.170.458.219;33.212.275.437.348;63.58;4.468;4472.84
01-05-21;0.003;7.122.595;9.166.597.573.518;10.009.934.358.963;92.208.370.087.403;11.907.593.604.532;10.585.641.416.327;0.005;939.470.811.004.965;1.967.343.302.208;340.578.085.250.092;66.32;4.681;4356.43
01-06-21;0.001;7.265.445;90.527.980.754.579;99.534.374.893.174;84.840.109.207.331;11.435.226.545.475;10.727.603.560.361;0.005;965.913.515.193.637;196.996.010.743.491;342.943.111.751.938;73.47;4.289;4331.33
01-07-21;0.008;750.440.476.190.476;92.353.845.001.921;98.557.213.791.836;82.282.010.784.519;11.525.564.549.372;10.051.525.768.118;0.00630952380952381;971.037.420.135.103;197.783.501.806.131;345.785.074.501.524;73.95;44.655;4252.04
01-08-21;0.004;779.828.181.818.182;92.880.794.382.755;10.040.212.074.613;83.550.973.530.306;11.509.902.709.175;11.270.567.795.152;0.0075;96.726.093.898.553;198.387.843.018.096;351.199.506.152.506;68.5;4.37;4491.57
01-09-21;0.012;78.362.619.047.619;88.522.314.072.825;97.938.395.856.503;83.273.134.244.768;11.154.398.435.152;11.190.796.357.852;0.015;949.837.489.279.042;196.463.927.076.721;35.145.454.025.999;75.03;4.089;4362.59
01-10-21;0.013;8.139.505;95.458.759.766.612;10.051.736.545.215;8.637.044.088.623;1.164.332.173.221;11.574.041.162.828;0.0225;939.990.503.288.966;195.891.447.927.568;353.070.083.340.376;83.57;4.359;4092.2
01-11-21;0.005;812.624.761.904.762;94.201.062.161.549;10.459.002.918.748;97.912.395.219.939;1.192.587.393.796;12.415.029.583.085;0.0275;919.886.618.937.005;193.708.447.410.137;35.313.198.214.098;66.18;42.805;4432.71
01-12-21;0.008;849.121.904.761.905;97.925.448.763.898;1.098.568.523.362;12.922.978.649.725;14.365.880.374.335;11.553.115.530.426;0.0346428571428571;926.442.501.046.322;193.190.361.314.304;352.388.294.542.077;75.21;44.635;4300.12
01-01-22;0.012;822.05;80.809.360.090.936;97.848.695.663.787;11.343.131.479.141;12.303.529.877.869;10.268.679.995.009;0.0421428571428571;881.229.646.052.562;187.887.730.124.349;34.474.546.767.948;88.15;43.265;4548.45
01-02-22;0.003;807.068;74.720.154.398.073;92.919.102.017.899;11.652.010.834.407;11.198.659.850.613;97.324.811.105.328;0.055;84.145.699.345.495;184.580.067.422.542;339.236.334.395.988;95.72;44.545;4534.47
01-03-22;0.019;799.187.391.304.348;88.066.654.863.593;1.119.613.519.292;12.023.958.539.985;12.370.309.587.934;11.928.466.828.471;0.056304347826087;801.181.117.965.907;18.100.161.371.625;331.464.537.199.473;100.28;4.752;4936.97
01-04-22;0.014;815.123;77.878.693.432.823;99.637.193.575.869;10.108.346.629.046;11.090.878.618.995;11.778.188.346.691;0.07;7.786.358.515.058;180.068.949.987.571;330.390.025.637.001;104.69;44.085;4778.43
01-05-22;0.012;849.39;87.197.532.539.429;99.977.542.723.462;93.199.867.227.999;1.135.035.479.462;120.033.725.758;0.0802272727272727;738.701.123.369.605;179.212.889.945.587;332.911.613.412.392;114.67;4.299;5350.48
01-06-22;0.009;8.577.695;84.127.225.039.343;95.502.602.584.515;86.259.755.591.029;10.638.895.837.649;11.779.710.153.735;0.088125;714.592.862.862.683;179.884.121.142.952;334.332.004.684.624;105.76;3.71;4950.39
01-07-22;0.014;95.370.619.047.619;83.365.064.405.516;94.871.783.753.555;86.631.297.110.092;10.621.428.980.476;10.545.947.591.975;0.0942857142857143;679.614.099.500.534;178.690.505.638.125;334.661.768.122.456;98.62;3.575;5259.05
01-08-22;0.012;904.352.272.727.273;85.116.267.376.173;98.966.259.393.119;89.618.760.270.894;11.089.503.406.839;11.929.600.368.055;0.0975;644.474.997.973.788;17.737.728.986.534;330.191.938.332.707;89.55;3.519;5441.26
01-09-22;0.009;9.210.075;86.202.542.696.756;93.448.473.945.086;88.168.568.229.092;10.795.822.364.419;11.694.231.431.168;0.1055;632.550.869.225.369;177.323.352.027.683;32.672.905.157.104;79.49;34.125;5114.19
01-10-22;0.005;955.894.736.842.105;95.647.438.297.577;96.887.619.211.086;90.634.680.374.567;10.841.720.614.364;11.526.645.368.397;0.110657894736842;611.407.857.026.885;176.196.260.773.542;326.129.060.819.865;86.53;3.375;5193.81
01-11-22;0.01;917.052.857.142.857;89.775.951.901.302;99.475.676.758.968;10.273.543.971.239;1.096.522.279.423;12.335.843.866.431;0.1125;586.734.592.881.091;175.437.834.529.709;32.284.603.374.281;80.56;3.738;5282.61
01-12-22;0.003;875.661.428.571.428;98.350.829.222.825;1.070.150.925.916;13.416.031.672.124;13.502.839.011.598;11.624.324.436.673;0.1125;594.987.948.354.418;177.825.581.467.205;32.142.640.554.016;80.47;38.105;5262.43
01-01-23;0.008;826.335.714.285.714;86.437.672.600.994;10.139.764.909.381;11.453.039.727.797;11.852.390.491.148;10.557.140.110.527;0.1125;580.474.927.247.724;178.399.719.060.969;318.287.435.200.398;80.11;4.226;5322.39
01-02-23;-0.001;7.982.575;73.186.137.141.326;99.487.284.022.128;11.402.706.594.419;11.119.523.571.206;99.243.921.083.977;0.1125;571.069.427.007.546;178.015.341.852.354;318.955.989.073.134;77.05;4.074;5394.9
01-03-23;0.011;809.503.913.043.478;78.408.424.362.244;11.267.084.200.586;12.011.774.060.924;12.420.817.221.384;12.061.617.607.137;0.1125;562.205.458.666.172;177.600.501.643.566;318.559.683.972.556;75.67;40.945;5324.62
01-04-23;0.003;803.836.842.105.263;78.995.620.326.252;1.022.567.755.638;10.211.823.677.043;10.789.055.039.152;11.839.118.307.493;0.1125;560.809.609.172.628;178.301.958.395.096;318.746.939.766.435;76.78;38.812;5414.68
01-05-23;0.001;798.635.454.545.455;79.866.782.941.298;10.473.313.800.813;9.582.723.179.824;11.331.784.265.838;12.200.814.399.928;0.1125;559.880.363.643.829;177.896.997.958.002;319.912.950.881.018;68.09;3.637;5471.54
01-06-23;-0.002;7.998.725;84.850.159.665.469;97.124.342.839.903;91.343.959.233.983;10.238.870.999.367;11.888.931.389.026;0.1125;557.757.862.744.388;179.813.933.341.719;322.496.005.237.598;70.64;37.595;5786.8
